"All.obs","uniqueID","TypeCode","Country","RBD","physChemQECode","physChemQE","physChemCategoryRW","physChemCategoryLW","physChemValue","StandardValue","UnitOfMeasure","physChemStandard2","physChemGMBoundary","surfaceWaterBodyIntercalibrationTypeCode","surfaceWaterBodyIntercalibrationType","Type","Value","ValueUp","physChemText","Factor","UnitUsed","ValueStd","ValueUpStd","physChemCategoryCW","ICcodeCW","ICtypeCW","MarineRegion","GIG","physChemCategoryTW","ICcodeTW","ICtypeTW","Ver"
105,658,"M14|NL33ZM","NL","NLEM",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 40","40","mg/L","AA-EQS","Yes","","","M14","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
106,659,"M14|NL33ZM","NL","NLEM",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.1","0.1","mg{P}/L","AA-EQS","Yes","","","M14","0.1",NA,"TP",1000,"ugP/L",100,NA,"No","","","","","No","","","Ver7e"
107,660,"M14|NL33ZM","NL","NLEM",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.2","2.2","mg{N}/L","AA-EQS","Yes","","","M14","2.2",NA,"TN",1,"mgN/L",2.2,NA,"No","","","","","No","","","Ver7e"
108,661,"M3|NL34M100","NL","NLEM",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.65","0.65","m","AA-EQS","Yes","","","M3","0.65",NA,"Secchi disk depth",1,"m",0.65,NA,"No","","","","","No","","","Ver7e"
109,662,"M3|NL34M100","NL","NLEM",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M3","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
110,663,"M3|NL34M100","NL","NLEM",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M3","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
111,664,"M3|NL34M100","NL","NLEM",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M3","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
112,665,"M3|NL34M100","NL","NLEM",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 300","300","mg/L","AA-EQS","Yes","","","M3","300",NA,"Chloride",1,"mg/L",300,NA,"No","","","","","No","","","Ver7e"
113,666,"M3|NL34M100","NL","NLEM",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.2","0.2","mg{P}/L","AA-EQS","Yes","","","M3","0.2",NA,"TP",1000,"ugP/L",200,NA,"No","","","","","No","","","Ver7e"
114,667,"M3|NL34M100","NL","NLEM",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 3","3","mg{N}/L","AA-EQS","Yes","","","M3","3",NA,"TN",1,"mgN/L",3,NA,"No","","","","","No","","","Ver7e"
115,668,"M3|NL34M110","NL","NLEM",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.6","0.6","m","AA-EQS","Yes","","","M3","0.6",NA,"Secchi disk depth",1,"m",0.6,NA,"No","","","","","No","","","Ver7e"
116,669,"M3|NL34M110","NL","NLEM",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M3","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
117,670,"M3|NL34M110","NL","NLEM",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M3","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
118,671,"M3|NL34M110","NL","NLEM",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M3","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
119,672,"M3|NL34M110","NL","NLEM",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 400","400","mg/L","AA-EQS","Yes","","","M3","400",NA,"Chloride",1,"mg/L",400,NA,"No","","","","","No","","","Ver7e"
120,673,"M3|NL34M110","NL","NLEM",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.22","0.22","mg{P}/L","AA-EQS","Yes","","","M3","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
121,674,"M3|NL34M110","NL","NLEM",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 3","3","mg{N}/L","AA-EQS","Yes","","","M3","3",NA,"TN",1,"mgN/L",3,NA,"No","","","","","No","","","Ver7e"
122,675,"M30|NL34M113","NL","NLEM",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.5","0.5","m","AA-EQS","Yes","","","M30","0.5",NA,"Secchi disk depth",1,"m",0.5,NA,"No","","","","","No","","","Ver7e"
123,676,"M30|NL34M113","NL","NLEM",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
124,677,"M30|NL34M113","NL","NLEM",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
125,678,"M30|NL34M113","NL","NLEM",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
126,679,"M30|NL34M113","NL","NLEM",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 750","750","mg/L","AA-EQS","Yes","","","M30","750",NA,"Chloride",1,"mg/L",750,NA,"No","","","","","No","","","Ver7e"
127,680,"M30|NL34M113","NL","NLEM",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 4","4","mg{N}/L","AA-EQS","Yes","","","M30","4",NA,"TN",1,"mgN/L",4,NA,"No","","","","","No","","","Ver7e"
128,681,"O2|NL81_2","NL","NLEM",3,"QE3-1-2-1 - Water temperature (Celsius)","No","No","<= 25","25","Cel","MAC-EQS","Yes","","","O2","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
129,682,"O2|NL81_2","NL","NLEM",5,"QE3-1-3-1 - Oxygen saturation (%)","No","No",">= 60","60","%{oxygenSaturation}","AA-EQS","Yes","","","O2","60",NA,"% oxygen saturation",1,"PC02",60,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
130,683,"O2|NL81_2","NL","NLEM",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","No","No","<= 1.33","1.33","mg{N}/L","AA-EQS","Yes","","","O2","1.33",NA,"Total Inorganic N",1,"mgN/L",1.33,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
131,684,"K1|NL81_3","NL","NLEM",3,"QE3-1-2-1 - Water temperature (Celsius)","No","No","<= 25","25","Cel","MAC-EQS","Yes","","","K1","25",NA,"Temperature",1,"Cel",25,NA,"Yes","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","Greater North Sea","North East Atlantic","No","","","Ver7e"
132,685,"K1|NL81_3","NL","NLEM",5,"QE3-1-3-1 - Oxygen saturation (%)","No","No",">= 60","60","%{oxygenSaturation}","AA-EQS","Yes","","","K1","60",NA,"% oxygen saturation",1,"PC02",60,NA,"Yes","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","Greater North Sea","North East Atlantic","No","","","Ver7e"
133,686,"K1|NL81_3","NL","NLEM",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","No","No","<= 0.46","0.46","mg{N}/L","AA-EQS","Yes","","","K1","0.46",NA,"Total Inorganic N",1,"mgN/L",0.46,NA,"Yes","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","Greater North Sea","North East Atlantic","No","","","Ver7e"
134,687,"M30|NL19_41_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
135,688,"M30|NL19_41_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
136,689,"M30|NL19_41_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
137,690,"M30|NL19_41_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
138,691,"M30|NL19_41_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
139,692,"M30|NL19_41_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
140,693,"M30|NL19_41_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
141,694,"M30|NL19_42_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
142,695,"M30|NL19_42_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
143,696,"M30|NL19_42_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
144,697,"M30|NL19_42_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
145,698,"M30|NL19_42_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
146,699,"M30|NL19_42_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
147,700,"M30|NL19_42_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
148,701,"M30|NL19_43_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
149,702,"M30|NL19_43_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
150,703,"M30|NL19_43_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
151,704,"M30|NL19_43_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
152,705,"M30|NL19_43_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
153,706,"M30|NL19_43_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
154,707,"M30|NL19_43_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
155,708,"M30|NL19_44_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
156,709,"M30|NL19_44_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
157,710,"M30|NL19_44_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
158,711,"M30|NL19_44_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
159,712,"M30|NL19_44_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
160,713,"M30|NL19_44_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
161,714,"M30|NL19_44_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
162,715,"M30|NL19_45_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
163,716,"M30|NL19_45_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
164,717,"M30|NL19_45_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
165,718,"M30|NL19_45_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
166,719,"M30|NL19_45_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
167,720,"M30|NL19_45_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
168,721,"M30|NL19_45_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
169,722,"M3|NL19_46_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.65","0.65","m","AA-EQS","Yes","","","M3","0.65",NA,"Secchi disk depth",1,"m",0.65,NA,"No","","","","","No","","","Ver7e"
170,723,"M3|NL19_46_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M3","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
171,724,"M3|NL19_46_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 40 | <= 120","40-120","%{oxygenSaturation}","AA-EQS","Yes","","","M3","40","120","% oxygen saturation",1,"PC02",40,120,"No","","","","","No","","","Ver7e"
172,725,"M3|NL19_46_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M3","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
173,726,"M3|NL19_46_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 300","300","mg/L","AA-EQS","Yes","","","M3","300",NA,"Chloride",1,"mg/L",300,NA,"No","","","","","No","","","Ver7e"
174,727,"M3|NL19_46_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.15","0.15","mg{P}/L","AA-EQS","Yes","","","M3","0.15",NA,"TP",1000,"ugP/L",150,NA,"No","","","","","No","","","Ver7e"
175,728,"M3|NL19_46_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.8","2.8","mg{N}/L","AA-EQS","Yes","","","M3","2.8",NA,"TN",1,"mgN/L",2.8,NA,"No","","","","","No","","","Ver7e"
176,729,"M30|NL19_47_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
177,730,"M30|NL19_47_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
178,731,"M30|NL19_47_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
179,732,"M30|NL19_47_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
180,733,"M30|NL19_47_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
181,734,"M30|NL19_47_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
182,735,"M30|NL19_47_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
183,736,"M30|NL19_48_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
184,737,"M30|NL19_48_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
185,738,"M30|NL19_48_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
186,739,"M30|NL19_48_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
187,740,"M30|NL19_48_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
188,741,"M30|NL19_48_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
189,742,"M30|NL19_48_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
190,743,"M30|NL19_49_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
191,744,"M30|NL19_49_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
192,745,"M30|NL19_49_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
193,746,"M30|NL19_49_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
194,747,"M30|NL19_49_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
195,748,"M30|NL19_49_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
196,749,"M30|NL19_49_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
197,750,"M30|NL19_50_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
198,751,"M30|NL19_50_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
199,752,"M30|NL19_50_2","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 60 | <= 120","60-120","%{oxygenSaturation}","AA-EQS","Yes","","","M30","60","120","% oxygen saturation",1,"PC02",60,120,"No","","","","","No","","","Ver7e"
200,753,"M30|NL19_50_2","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 6 | <= 9","6-9","[pH]","MAC-EQS","Yes","","","M30","6","9","pH",1,"pH",6,9,"No","","","","","No","","","Ver7e"
201,754,"M30|NL19_50_2","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes",">= 300 | <= 3000","300-3000","mg/L","AA-EQS","Yes","","","M30","300","3000","Chloride",1,"mg/L",300,3000,"No","","","","","No","","","Ver7e"
202,755,"M30|NL19_50_2","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","M30","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
203,756,"M30|NL19_50_2","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 1.8","1.8","mg{N}/L","AA-EQS","Yes","","","M30","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
204,757,"M30|NL19_51_2","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.9","0.9","m","AA-EQS","Yes","","","M30","0.9",NA,"Secchi disk depth",1,"m",0.9,NA,"No","","","","","No","","","Ver7e"
205,758,"M30|NL19_51_2","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M30","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
